question,references,corpus_id,precision,recall,iou,context,ranges
What types of professionals and methods did President Biden mention investing in to address community safety?,"[{""content"": ""invest in more community police officers, more mental health workers, more community violence intervention."", ""start_index"": 35815, ""end_index"": 35922}]",state_of_the_union,0.0,0.0,0.0,"[' American (Republican) voted against, I might add — we made the largest investment in public safety ever.\n\nLast year, the murder rate saw the sharpest decrease in history.']","[(35525, 35696)]"
How many new jobs were created in the first three years mentioned in President Biden's address?,"[{""content"": ""Fifteen million new jobs in just three years."", ""start_index"": 8809, ""end_index"": 8854}]",state_of_the_union,0.30201342281879195,1.0,0.30201342281879195,[' world.\n\nFifteen million new jobs in just three years. A record. A record.\n\nUnemployment at 50-year lows.\n\nA record 16 million Americans are starting'],"[(8800, 8949)]"
"As of the statement, how much has the racial wealth gap decreased?","[{""content"": ""The racial wealth gap is the smallest it\u2019s been in 20 years."", ""start_index"": 9369, ""end_index"": 9429}]",state_of_the_union,0.3468208092485549,1.0,0.3468208092485549,['More people have health insurance today — more people have health insurance today than ever before.\n\nThe racial wealth gap is the smallest it’s been in 20 years.\n\nWages keep'],"[(9268, 9441)]"
Which late friend and former colleague of many present at the event was mentioned as having participated in the march?,"[{""content"": ""John Lewis was on that march. We miss him."", ""start_index"": 32928, ""end_index"": 32970}]",state_of_the_union,0.25925925925925924,1.0,0.25925925925925924,"[' were bloodied and left for dead. Our late friend and former colleague John Lewis was on that march. We miss him.\n\nBut joining us tonight are other marchers, both']","[(32857, 33019)]"
"How long is the waiting period for a hearing for those let into the country, according to President Biden's statement?","[{""content"": ""by \u2014 if they get by and let into the country, it\u2019s six to eight years before they have a hearing."", ""start_index"": 30571, ""end_index"": 30668}]",state_of_the_union,0.6783216783216783,1.0,0.6783216783216783,"[' know if they get by — if they get by and let into the country, it’s six to eight years before they have a hearing. And it’s worth the — taking']","[(30553, 30696)]"
How much has President Biden signed to cut from the federal deficit in the next decade through a bipartisan deal?,"[{""content"": ""I signed a bipartisan deal to cut another trillion dollars in the next decade."", ""start_index"": 22232, ""end_index"": 22310}]",state_of_the_union,0.4588235294117647,1.0,0.4588235294117647,[' federal deficit —we’ve already cut the federal deficit by over $1 trillion.\n\nI signed a bipartisan deal to cut another trillion dollars in the next decade.\n\nIt’s my goal'],"[(22154, 22324)]"
What provisions does the bipartisan bill include to address security and immigration case backlogs?,"[{""content"": ""That bipartisan bill would hire 1,500 more security agents and officers, 100 more immigration judges to help tackle the backload of 2 million cases, 4,300 more asylum officers, and new policies so they can resolve cases in six months instead of six years now."", ""start_index"": 28473, ""end_index"": 28732}]",state_of_the_union,0.7058823529411765,0.416988416988417,0.35526315789473684,"[' good bill? I’ll be darned. That’s amazing.\n\nThat bipartisan bill would hire 1,500 more security agents and officers, 100 more immigration judges to help']","[(28428, 28581)]"
How can Ukraine stop Putin according to President Biden?,"[{""content"": ""But Ukraine \u2014 Ukraine can stop Putin. Ukraine can stop Putin if we stand with Ukraine and provide the weapons that it needs to defend itself."", ""start_index"": 1234, ""end_index"": 1375}]",state_of_the_union,0.7228915662650602,0.851063829787234,0.6417112299465241,[' can stop Putin. Ukraine can stop Putin if we stand with Ukraine and provide the weapons that it needs to defend itself.\n\nThat is all — that is all Ukraine is asking.'],"[(1255, 1421)]"
"What action did President Biden promise to take if someone tries to cut Social Security or Medicare, or raise the retirement age?","[{""content"": ""If anyone here tries to cut Social Security or Medicare or raise the retirement age, I will stop you."", ""start_index"": 25760, ""end_index"": 25861}]",state_of_the_union,0.5611111111111111,1.0,0.5611111111111111,"[' aisle want to put Social Security on the chopping block.\n\nIf anyone here tries to cut Social Security or Medicare or raise the retirement age, I will stop you.\n\nThe working people']","[(25701, 25881)]"
"During which global event was President Biden born, and what did America stand for at that time?","[{""content"": ""I was born amid World War Two, when America stood for the freedom of the world."", ""start_index"": 45278, ""end_index"": 45357}]",state_of_the_union,0.5337837837837838,1.0,0.5337837837837838,"['. I was born amid World War Two, when America stood for the freedom of the world. I grew up in Scranton, Pennsylvania, and Claymont, Delaware, among']","[(45276, 45424)]"
"How many more asylum officers does the new bill propose, and what impact will it have on the case resolution time?","[{""content"": ""s, 4,300 more asylum officers, and new policies so they can resolve cases in six months instead of six years now."", ""start_index"": 28619, ""end_index"": 28732}]",state_of_the_union,0.5934065934065934,0.9557522123893806,0.5775401069518716,"['300 more asylum officers, and new policies so they can resolve cases in six months instead of six years now. What are you against?\n\nOne hundred more high-tech drug detection machines']","[(28624, 28806)]"
How are the vaccines that were developed for COVID-19 now being utilized according to President Biden?,"[{""content"": ""The pandemic no longer controls our lives. The vaccine that saved us from COVID is \u2014 are now being used to beat cancer."", ""start_index"": 8497, ""end_index"": 8616}]",state_of_the_union,0.6878612716763006,1.0,0.6878612716763006,[' one — no one behind.\n\nThe pandemic no longer controls our lives. The vaccine that saved us from COVID is — are now being used to beat cancer.\n\nTurning setback into comeback'],"[(8474, 8647)]"
What minimum tax rate does President Biden propose for big corporations?,"[{""content"": ""It\u2019s time to raise the corporate minimum tax to at least 21 percent so every big corporation finally begins to pay their fair share."", ""start_index"": 24145, ""end_index"": 24277}]",state_of_the_union,0.26666666666666666,0.3333333333333333,0.17391304347826086,[' big companies now have to pay a minimum of 15 percent. But that’s still less than working people pay in federal taxes.\n\nIt’s time to raise the corporate minimum tax'],"[(24024, 24189)]"
How many new manufacturing jobs have been created in America recently?,"[{""content"": ""Eight hundred thousand new manufacturing jobs in America and counting."", ""start_index"": 9103, ""end_index"": 9173}]",state_of_the_union,0.35,1.0,0.35,[' with historic job growth and small-business growth for Black and Hispanics and Asian Americans. Eight hundred thousand new manufacturing jobs in America and counting.\n\nWhere is it written we can’t be'],"[(9006, 9206)]"
What will happen if the United States walks away according to President Biden's speech?,"[{""content"": ""If the United States walks away, it will put Ukraine at risk. Europe is at risk. The free world will be at risk, emboldening others to do what they wish to do us harm."", ""start_index"": 2743, ""end_index"": 2910}]",state_of_the_union,0.0,0.0,0.0,"[' President Putin, who I’ve known for a long time, is simple: We will not walk away. We will not bow down. I will not bow down.\n\nIn a']","[(2925, 3057)]"
What is the purpose of adding one hundred more high-tech drug detection machines according to President Biden's speech?,"[{""content"": ""One hundred more high-tech drug detection machines to significantly increase the ability to screen and stop vehicles smuggling fentanyl into America that\u2019s killing thousands of children."", ""start_index"": 28756, ""end_index"": 28942}]",state_of_the_union,0.8773584905660378,1.0,0.8773584905660378,[' you against?\n\nOne hundred more high-tech drug detection machines to significantly increase the ability to screen and stop vehicles smuggling fentanyl into America that’s killing thousands of children.\n\nThis bill'],"[(28741, 28953)]"
Who are the Americans mentioned as being unjustly detained by the Russians that President Biden vows to work around the clock to bring home?,"[{""content"": ""We also \u2014 we will also work around the clock to bring home Evan and Paul \u2014 Americans being unjustly detained by the Russians \u2014 and others around the world."", ""start_index"": 38840, ""end_index"": 38995}]",state_of_the_union,0.8901734104046243,0.9935483870967742,0.8850574712643678,[' loved ones home.\n\nWe also — we will also work around the clock to bring home Evan and Paul — Americans being unjustly detained by the Russians — and others around the world'],"[(38821, 38994)]"
What inspired President Biden to pursue a career in service?,"[{""content"": ""I watched in horror as two of my heroes \u2014 like many of you did \u2014 Dr. King and Bobby Kennedy, were assassinated. And their legacies inspired me to pur- \u2014 pursue a car- \u2014 a career in service."", ""start_index"": 45471, ""end_index"": 45660}]",state_of_the_union,0.0,0.0,0.0,"[' isolation and loneliness.\n\nA president, my predecessor, failed in the most basic presidential duty that he owes to American people: the duty to care.\n\nAUDIENCE MEMBER: Lies!\n\n']","[(7693, 7869)]"
What specific event does President Biden mention that his predecessor and some attendees are trying to bury the truth about?,"[{""content"": ""My predecessor and some of you here seek to bury the truth about January 6th. I will not do that."", ""start_index"": 3786, ""end_index"": 3883}]",state_of_the_union,0.5362318840579711,0.7628865979381443,0.45962732919254656,"[' when he was President.\n\nAUDIENCE: Booo —\n\nTHE PRESIDENT: After another shooting in Iowa recently, he said — when asked what to do about it, he said']","[(37389, 37537)]"
What specific American values does President Biden emphasize in his speech?,"[{""content"": ""My lifetime has taught me to embrace freedom and democracy, a future based on core values that have defined America \u2014 honesty, decency, dignity, and equality; to respect everyone; to give everyone a fair shot; to give hate no safe harbor."", ""start_index"": 44917, ""end_index"": 45155}]",state_of_the_union,0.0,0.0,0.0,"[' isolation and loneliness.\n\nA president, my predecessor, failed in the most basic presidential duty that he owes to American people: the duty to care.\n\nAUDIENCE MEMBER: Lies!\n\n']","[(7693, 7869)]"
What specific actions did President Biden request from Congress in relation to IVF treatments during his State of the Union Address?,"[{""content"": ""So, tonight, let\u2019s stand up for families like hers. To my friends across the aisle \u2014 don\u2019t keep this waiting any longer. Guarantee the right to IVF. Guarantee it nationwide."", ""start_index"": 5155, ""end_index"": 5328}]",state_of_the_union,0.0,0.0,0.0,[' get the treatment they need.\n\nMany of you in this chamber and my predecessor are promising to pass a national ban on reproductive freedom.\n\nAUDIENCE: Booo —\n\nTHE PRESIDENT'],"[(6307, 6479)]"
What significant actions has President Biden mentioned in his address regarding the auto industry and union jobs?,"[{""content"": ""I was elected to office, and we raised Belvidere repeatedly with auto companies, knowing unions would make all the difference. The UAW worked like hell to keep the plant open and get these jobs back. And together, we succeeded."", ""start_index"": 12440, ""end_index"": 12667}, {""content"": ""Instead of auto factories shutting down, auto factories are reopening and a new state-of-the-art battery factory is being built to power those cars there at the same."", ""start_index"": 12669, ""end_index"": 12835}, {""content"": ""Because instead of watching auto ja- \u2014 jobs of the future go overseas, 4,000 union jobs with higher wages are building a future in Belvidere right here in America."", ""start_index"": 12968, ""end_index"": 13131}]",state_of_the_union,0.9636363636363636,0.28597122302158273,0.28291814946619215,"['Then, I was elected to office, and we raised Belvidere repeatedly with auto companies, knowing unions would make all the difference. The UAW worked like hell to keep']","[(12434, 12599)]"
What are President Biden's views on the relationship between Wall Street and the role of unions in building America?,"[{""content"": ""Showing once again Wall Street didn\u2019t build America. They\u2019re not bad guys. They didn\u2019t build it, though. The middle class built the country, and unions built the middle class."", ""start_index"": 13525, ""end_index"": 13700}]",state_of_the_union,0.8805031446540881,0.8,0.7216494845360825,"[' dignity as well.\n\nShowing once again Wall Street didn’t build America. They’re not bad guys. They didn’t build it, though. The middle class built the country,']","[(13506, 13665)]"
What are the benefits mentioned by President Biden for providing access to preschool for three- and four-year-olds?,"[{""content"": ""To remain the strongest economy in the world, we need to have the best education system in the world. And I, like I suspect all of you, want to give a child \u2014 every child a good start by providing access to preschool for three- and four-years-old."", ""start_index"": 19026, ""end_index"": 19273}, {""content"": ""Well, studies show that children who go to preschool are nearly 50 percent more likely to finish high school and go on to earn a two- and four-year degree no matter what their background is."", ""start_index"": 19565, ""end_index"": 19755}]",state_of_the_union,0.8758169934640523,0.30663615560640733,0.29385964912280704,"[' I suspect all of you, want to give a child — every child a good start by providing access to preschool for three- and four-years-old.\n\nYou know, I think']","[(19139, 19292)]"
What economic impacts did President Biden mention as benefits of debt forgiveness?,"[{""content"": ""And, folks, look, such relief is good for the economy because folks are now able to buy a home, start a business, start a family."", ""start_index"": 21726, ""end_index"": 21855}]",state_of_the_union,0.3082191780821918,0.3488372093023256,0.1956521739130435,[' — the very wealthy —\n\nAUDIENCE: Booo —\n\nTHE PRESIDENT: — and the biggest corporations — and exploded the federal deficit.\n\nThey added more to the national debt than'],"[(22841, 23006)]"
What are some of the key benefits and changes President Biden discussed regarding Medicare and prescription drug costs?,"[{""content"": ""ave Medicare the power to negotiate lower prices on prescription drugs, just like the VA is able to do for veterans."", ""start_index"": 15567, ""end_index"": 15683}, {""content"": ""We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma."", ""start_index"": 15752, ""end_index"": 15877}, {""content"": ""This year, Medicare is negotiating lower prices for some of the costliest drugs on the market that treat everything from heart disease to arthritis."", ""start_index"": 15879, ""end_index"": 16027}, {""content"": ""Starting next year, the same law caps total prescription drug costs for seniors on Medicare at $200 \u2014 at $2,000 a year, even for expensive cancer drugs that cost $10-, $12-, $15,000."", ""start_index"": 16312, ""end_index"": 16494}]",state_of_the_union,0.9887005649717514,0.3064798598949212,0.3054101221640489,[' is negotiating lower prices for some of the costliest drugs on the market that treat everything from heart disease to arthritis. It’s now time to go further and give Medicare the power'],"[(15898, 16083)]"
What steps has President Biden proposed to improve women's health research?,"[{""content"": ""That\u2019s why we\u2019re launching the first-ever White House Initiative on Women\u2019s Health Research, led by Jill \u2014 doing an incredible job as First Lady \u2014 to pa- \u2014 to pass my plan for $12 billion to transform women\u2019s health research and benefit millions of lives all across America."", ""start_index"": 17726, ""end_index"": 18000}]",state_of_the_union,0.7647058823529411,0.4744525547445255,0.4140127388535032,"['’s health has always been underfunded.\n\nThat’s why we’re launching the first-ever White House Initiative on Women’s Health Research, led by Jill — doing an incredible job']","[(17686, 17856)]"
What are the key measures President Biden mentioned to address financial fairness and consumer protection?,"[{""content"": ""My administration has proposed rules to make cable, travel, utilities, and online ticket sellers tell you the total price up front so there are no surprises."", ""start_index"": 27866, ""end_index"": 28023}]",state_of_the_union,0.0,0.0,0.0,[' fundamental fairness for all Americans. I’ve been delivering real results in fiscally responsible ways. We’ve already cut the federal deficit —we’ve already cut the federal deficit by'],"[(22028, 22212)]"
What are the key benefits highlighted by President Biden regarding the construction of new chip factories in America?,"[{""content"": ""Well, instead of having to import them, instead of \u2014 private companies are now investing billions of dollars to build new chip factories here in America creating tens of thousands of jobs, many of those jobs paying $100,000 a year and don\u2019t require a college degree."", ""start_index"": 10656, ""end_index"": 10922}]",state_of_the_union,1.0,0.7180451127819549,0.7180451127819549,"[' to import them, instead of — private companies are now investing billions of dollars to build new chip factories here in America creating tens of thousands of jobs, many of those jobs paying']","[(10679, 10870)]"
What specific legal change concerning reproductive rights did the Alabama Supreme Court impose as described in President Biden's speech?,"[{""content"": ""Fourteen months ago \u2014 fourteen months ago, she and her husband welcomed a baby girl thanks to the miracle of IVF. She scheduled treatments to have that second child, but the Alabama Supreme Court shut down IVF treatments across the state, unleashed by a Supreme Court decision overturning Roe v. Wade. She was told her dream would have to wait."", ""start_index"": 4702, ""end_index"": 5046}]",state_of_the_union,1.0,0.5348837209302325,0.5348837209302325,"[' IVF. She scheduled treatments to have that second child, but the Alabama Supreme Court shut down IVF treatments across the state, unleashed by a Supreme Court decision overturning Roe']","[(4810, 4994)]"
"What specific reproductive rights issue did Latorya Beasley face in Alabama, and what was the consequence of the Supreme Court's decision?","[{""content"": ""Fourteen months ago \u2014 fourteen months ago, she and her husband welcomed a baby girl thanks to the miracle of IVF. She scheduled treatments to have that second child, but the Alabama Supreme Court shut down IVF treatments across the state, unleashed by a Supreme Court decision overturning Roe v. Wade. She was told her dream would have to wait."", ""start_index"": 4702, ""end_index"": 5046}]",state_of_the_union,1.0,0.5348837209302325,0.5348837209302325,"[' IVF. She scheduled treatments to have that second child, but the Alabama Supreme Court shut down IVF treatments across the state, unleashed by a Supreme Court decision overturning Roe']","[(4810, 4994)]"
What financial impacts did President Biden claim would result from his proposed minimum tax for billionaires?,"[{""content"": ""I proposed a minimum tax for billionaires of 25 percent \u2014 just 25 percent. You know what that would raise? That would raise $500 billion over the next 10 years."", ""start_index"": 24942, ""end_index"": 25102}]",state_of_the_union,0.6387096774193548,0.61875,0.4583333333333333,"['THE PRESIDENT: That’s far less than the vast majority of Americans pay.\n\nNo billionaire should pay a lower federal tax rate than a teacher, a sanitation worker, or a']","[(24768, 24933)]"
What examples of corporate tax avoidance did President Biden mention in his State of the Union Address?,"[{""content"": ""Remember in 2020, 55 of the biggest companies in America made $40 billion and paid zero in federal income tax. Zero."", ""start_index"": 23819, ""end_index"": 23935}]",state_of_the_union,0.7536231884057971,0.896551724137931,0.6933333333333334,"['2020, 55 of the biggest companies in America made $40 billion and paid zero in federal income tax. Zero.\n\nAUDIENCE: Booo —\n\nTHE PRESIDENT:']","[(23831, 23969)]"
"What specific new office did President Biden establish to address gun violence, and who is leading it?","[{""content"": ""Well, I did do something by establishing the first-ever Office of Gun Violence Prevention in the White House, that the Vice President is leading the charge."", ""start_index"": 37123, ""end_index"": 37279}]",state_of_the_union,0.7473684210526316,0.9102564102564102,0.696078431372549,"[' something by establishing the first-ever Office of Gun Violence Prevention in the White House, that the Vice President is leading the charge. Thank you for doing it.\n\nMeanwhile — meanwhile,']","[(37137, 37327)]"
What measures did President Biden take in response to threats in the Red Sea and how did he address military concerns in the region?,"[{""content"": ""That\u2019s why I built a coalition of more than a dozen countries to defend international shipping and freedom of navigation in the Red Sea."", ""start_index"": 41958, ""end_index"": 42094}, {""content"": ""I\u2019ve ordered strikes to degrade the Houthi capability and defend U.S. forces in the region."", ""start_index"": 42096, ""end_index"": 42187}, {""content"": ""As Commander-in-Chief, I will not hesitate to direct further measures to protect our people and our military personnel."", ""start_index"": 42189, ""end_index"": 42308}]",state_of_the_union,0.9731543624161074,0.4190751445086705,0.4142857142857143,"[' Red Sea.\n\nI’ve ordered strikes to degrade the Houthi capability and defend U.S. forces in the region.\n\nAs Commander-in-Chief, I will not hesitate to']","[(42085, 42234)]"
What were President Biden's purposes for addressing Congress and the American people during his State of the Union Address?,"[{""content"": ""And, yes, my purpose tonight is to wake up the Congress and alert the American people that this is no ordinary moment either. Not since President Lincoln and the Civil War have freedom and democracy been under assault at home as they are today."", ""start_index"": 664, ""end_index"": 908}]",state_of_the_union,0.2911392405063291,0.1885245901639344,0.12921348314606743,"[' President, members of Congress, my fellow Americans.\n\nIn January 1941, Franklin Roosevelt came to this chamber to speak to the nation. And he said, “I address']","[(86, 245)]"
What specific technologies and economic practices involving China did President Biden address in his State of the Union speech?,"[{""content"": ""I\u2019ve made sure that the most advanced American technologies can\u2019t be used in China \u2014 not allowing to trade them there."", ""start_index"": 42979, ""end_index"": 43097}, {""content"": ""And we\u2019re standing up against China\u2019s unfair economic practices."", ""start_index"": 42722, ""end_index"": 42786}]",state_of_the_union,0.32972972972972975,0.33516483516483514,0.19934640522875818,"[' there.\n\nFrankly, for all his tough talk on China, it never occurred to my predecessor to do any of that.\n\nI want competition with China, not conflict. And']","[(43090, 43245)]"
What does President Biden propose to cap the monthly cost of insulin at for every American who needs it?,"[{""content"": ""And I want to \u2014 and what to do next, I want to cap the cost of insulin at $35 a month for every American who needs it \u2014 everyone."", ""start_index"": 15363, ""end_index"": 15492}]",state_of_the_union,0.8767123287671232,0.9922480620155039,0.8707482993197279,"[' healthy profit.\n\nAnd I want to — and what to do next, I want to cap the cost of insulin at $35 a month for every American who needs it — everyone']","[(15345, 15491)]"
What impact did the overturning of Roe v. Wade have on Latorya Beasley according to President Biden's speech?,"[{""content"": ""Fourteen months ago \u2014 fourteen months ago, she and her husband welcomed a baby girl thanks to the miracle of IVF. She scheduled treatments to have that second child, but the Alabama Supreme Court shut down IVF treatments across the state, unleashed by a Supreme Court decision overturning Roe v. Wade. She was told her dream would have to wait."", ""start_index"": 4702, ""end_index"": 5046}]",state_of_the_union,0.0,0.0,0.0,"[' predecessor came to office determined to see Roe v. Wade overturned. He’s the reason it was overturned, and he brags about it. Look at the chaos that has resulted']","[(5512, 5675)]"
What key legislation mentioned by President Biden in his State of the Union address is designed to support veterans exposed to toxins?,"[{""content"": ""That\u2019s why, with the strong support and help of Denis and the VA, I signed the PACT Act \u2014 one of the most significant laws ever, helping millions of veterans exposed to toxins who now are battling more than 100 different cancers."", ""start_index"": 43915, ""end_index"": 44144}]",state_of_the_union,0.9705882352941176,0.7205240174672489,0.7051282051282052,"[', I signed the PACT Act — one of the most significant laws ever, helping millions of veterans exposed to toxins who now are battling more than 100 different cancers. Many']","[(43979, 44149)]"
"What are the future plans President Biden mentioned for the tax rates of big corporations and billionaires, and how will these affect the federal deficit?","[{""content"": ""It\u2019s my goal to cut the federal deficit another $3 trillion by making big corporations and the very wealthy finally beginning to pay their fair share."", ""start_index"": 22312, ""end_index"": 22462}, {""content"": ""It\u2019s time to raise the corporate minimum tax to at least 21 percent so every big corporation finally begins to pay their fair share."", ""start_index"": 24145, ""end_index"": 24277}, {""content"": ""I proposed a minimum tax for billionaires of 25 percent \u2014 just 25 percent. You know what that would raise? That would raise $500 billion over the next 10 years."", ""start_index"": 24942, ""end_index"": 25102}]",state_of_the_union,0.7925531914893617,0.33710407239819007,0.3097713097713098,[' you really think the wealthy and big corporations need another $2 trillion tax break?\n\nAUDIENCE: No!\n\nTHE PRESIDENT: I sure don’t. I’m going to keep'],"[(23166, 23315)]"
What specific financial impacts does President Biden claim will result from the actions his administration is taking to eliminate junk fees and reduce credit card late fees?,"[{""content"": ""My administration announced we\u2019re cutting credit card late fees from $32 to $8."", ""start_index"": 27346, ""end_index"": 27425}, {""content"": ""I\u2019m saving American families $20 billion a year with all of the junk fees I\u2019m eliminating."", ""start_index"": 27672, ""end_index"": 27762}]",state_of_the_union,0.48466257668711654,0.46745562130177515,0.31225296442687744,[' — at the end of your bill that are there without your knowledge. My administration announced we’re cutting credit card late fees from $32 to $8.\n\nBanks and credit'],"[(27280, 27443)]"
What practical steps has President Biden proposed to ensure children learn to read by the third grade?,"[{""content"": ""I want to expand high-quality tutoring and summer learning to see that every child learns to read by third grade."", ""start_index"": 20652, ""end_index"": 20765}]",state_of_the_union,0.5947368421052631,1.0,0.5947368421052631,[' right.”\n\nI want to expand high-quality tutoring and summer learning to see that every child learns to read by third grade.\n\nI’m also connecting local businesses and high schools so students'],"[(20642, 20832)]"
What specific acts did President Biden urge Congress to pass to protect voting rights and support diverse American values?,"[{""content"": ""Pass the Freedom to Vote Act, the John Lewis Voting Right(s) Act."", ""start_index"": 33689, ""end_index"": 33754}, {""content"": ""Pass the Equality Act."", ""start_index"": 33959, ""end_index"": 33981}]",state_of_the_union,0.21686746987951808,0.41379310344827586,0.16589861751152074,"[' rights.\n\nPass the Equality Act.\n\nAnd my message to transgender Americans: I have your back.\n\nPass the PRO Act for workers’ rights.\n\nRaise the federal minimum wage, because']","[(33949, 34121)]"
What key elements did President Biden mention are included in the comprehensive immigration bill he introduced?,"[{""content"": ""sor, on my first day in office, I introduced a comprehensive bill to fix our immigration system. Take a look at it. It has all these and more: secure the border, provide a pathway to citizenship for DREAMers, and so much more."", ""start_index"": 31587, ""end_index"": 31813}]",state_of_the_union,0.8703703703703703,0.6238938053097345,0.5708502024291497,"['.\n\nUnlike my predecessor, on my first day in office, I introduced a comprehensive bill to fix our immigration system. Take a look at it. It has all these and more']","[(31566, 31728)]"
What specific measures did President Biden propose in his State of the Union Address to make college more affordable?,"[{""content"": ""And I want to make sure that college is more affordable. Let\u2019s continue increasing the Pell Grants to working- and middle-class families and increase record investments in HBCUs and minority-serving institutions, including Hispanic institutions."", ""start_index"": 20925, ""end_index"": 21170}]",state_of_the_union,0.8370786516853933,0.6081632653061224,0.5437956204379562,[' or not they go to college.\n\nAnd I want to make sure that college is more affordable. Let’s continue increasing the Pell Grants to working- and middle-class families and increase'],"[(20896, 21074)]"
What outcomes have been achieved from elections regarding reproductive freedom according to President Biden?,"[{""content"": ""When reproductive freedom was on the ballot, we won in 2022 and 2023."", ""start_index"": 6948, ""end_index"": 7017}]",state_of_the_union,0.4785714285714286,0.9710144927536232,0.47183098591549294,"[' Roe v. Wade have no clue about the power of women.\n\nBut they found out. When reproductive freedom was on the ballot, we won in 2022 and 202']","[(6875, 7015)]"
